id,nCount_RNA,nFeature_RNA,date_prepared,collection.time,minutes_until_frozen,date.of.surgery,tags,dob,nest,sex,bird.age,reference,um_from_reference,position,songsystem,section_area,lib_plate,lib_row,lib_column,barcode,pool,index1,index2,procedure2,duration.of.experiment,last_song_datetime,minutes_from_last_song,num_songs_on_euth_date,first_song_datetime,nsongs_per_day_pre,frac_mito,cdr,kl_mean,kl_mean_log_scale_cut2_proc2
3104,35754.042532,6498,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,2720,ncl,0,161,2,D,12,24,6,706,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.133524007287402,0.358680518367784,0.561177521469917,deaf-3
3039,280750.809977679,10106,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,3000,stri,0,236,2,C,4,4,6,706,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.159910914095122,0.589857555960159,0.0961121561749543,intact-1
3064,133205.926502,9138,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2520,x,1,226,2,D,7,19,6,706,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.168507304518961,0.517296776266467,0.561177521469917,deaf-3
3048,343455.147538339,10263,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,2160,hvc,1,119,2,D,5,17,6,706,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.122830630791541,0.60329870408054,0.0961121561749543,intact-1
3031,362850.37977303,10340,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,3000,x,1,236,2,C,3,3,6,706,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.144892262654458,0.609456999036093,0.0961121561749543,intact-1
3063,376230.09642105,10378,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2520,x,1,176,2,C,7,7,6,706,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.152848388092789,0.612830673663918,0.561177521469917,deaf-3
3103,143016.1544018,9222,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,2720,ncl,0,186,2,C,12,12,6,706,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.150547084413587,0.521687908321731,0.561177521469917,deaf-3
3024,451014.095019839,10599,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2760,stri,0,205,2,D,2,14,6,706,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.148537235661501,0.642872442968834,0.0961121561749543,intact-1
3072,195056.102143029,9796,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2520,stri,0,226,2,D,8,20,6,706,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.151670918887707,0.562493306201135,0.561177521469917,deaf-3
3056,195830.619184689,9906,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,2160,ncl,0,119,2,D,6,18,6,706,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.13768736768319,0.57411374103031,0.0961121561749543,intact-1
3047,63934.249472,8012,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,2060,ncl,1,145,2,C,5,5,6,706,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.14965345673072,0.450198136446396,0.0961121561749543,intact-1
3015,243604.533022919,10088,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2760,lman,1,152,2,C,1,1,6,706,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.159380581263192,0.590178858305666,0.0961121561749543,intact-1
3081,259371.84109076,10002,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,1420,ra,1,158,2,E,9,9,7,707,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.212359589903311,0.580218485594945,0.561177521469917,deaf-3
3089,194071.62026038,9786,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,1420,arco,0,158,2,E,10,10,7,707,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.178368933316977,0.563992717146835,0.561177521469917,deaf-3
3042,412785.953685049,10469,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,1300,arco,0,208,2,F,4,16,7,707,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.15693909441828,0.622201992074542,0.0961121561749543,intact-1
3098,52849.1069732,7163,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,2760,hvc,1,111,2,F,11,23,7,707,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.155745362338182,0.397665202955982,0.561177521469917,deaf-3
3025,311566.65778774,10337,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2760,nido,0,129,2,E,2,2,7,707,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.146343930489668,0.608064688872229,0.0961121561749543,intact-1
3034,311070.16231879,10244,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,1300,ra,1,208,2,F,3,15,7,707,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.141252420142781,0.603994859162472,0.0961121561749543,intact-1
3073,231171.575075849,10112,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2520,nido,0,201,2,E,8,8,7,707,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.145010014340061,0.588625896969048,0.561177521469917,deaf-3
3106,66314.5896640001,7873,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,2760,ncl,0,111,2,F,12,24,7,707,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.141484785567399,0.437667344971618,0.561177521469917,deaf-3
3041,334245.443345579,10349,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,1200,arco,0,201,2,E,4,4,7,707,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.168138402979332,0.612188068972903,0.0961121561749543,intact-1
3057,315752.586020019,10275,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,2160,ncl,0,164,2,E,6,6,7,707,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.152255405028233,0.607207882617543,0.0961121561749543,intact-1
3050,317980.109421179,10155,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,2240,hvc,1,190,2,F,5,17,7,707,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.142267782870417,0.593017029024312,0.0961121561749543,intact-1
3033,268528.8058065,10097,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,1200,ra,1,201,2,E,3,3,7,707,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.165546544050375,0.590875013387598,0.0961121561749543,intact-1
3065,462380.66171574,10629,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2520,lman,1,202,2,E,7,7,7,707,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.183413354654222,0.645121559387384,0.561177521469917,deaf-3
3105,96975.0857223301,8639,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,3020,ncl,0,207,2,E,12,12,7,707,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.146186037664067,0.484309735461069,0.561177521469917,deaf-3
3026,202050.2317935,9875,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2760,stri,0,128,2,F,2,14,7,707,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.14097453579101,0.571168469529828,0.0961121561749543,intact-1
3074,202159.00869214,9841,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2660,nido,0,131,2,F,8,20,7,707,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.1360462771185,0.566134732783549,0.561177521469917,deaf-3
3058,218158.707337459,9926,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,2240,ncl,0,190,2,F,6,18,7,707,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.170289259653281,0.575077648066831,0.0961121561749543,intact-1
3017,60822.300982,7882,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2760,lman,1,129,2,E,1,1,7,707,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.1683536538609,0.440505515690265,0.0961121561749543,intact-1
3083,92417.9724492,8521,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,1720,ra,1,124,2,G,9,9,8,710,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.150169143930464,0.479597301060298,0.561177521469917,deaf-3
3091,97188.6088189002,8529,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,1720,arco,0,124,2,G,10,10,8,710,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.197767518622597,0.480721859269573,0.561177521469917,deaf-3
3020,280268.561373,10032,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,3000,x,1,294,2,H,1,13,8,710,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.16793860809738,0.584127664131948,0.0961121561749543,intact-1
3100,61438.5362809,7340,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,2660,hvc,1,109,2,H,11,23,8,710,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.133799807181974,0.411159901467281,0.561177521469917,deaf-3
3027,209432.6736806,9893,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2860,nido,0,151,2,G,2,2,8,710,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.120609112228646,0.569829709756881,0.0961121561749543,intact-1
3036,328715.412062661,10312,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,1400,ra,1,202,2,H,3,15,8,710,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.150072746057613,0.609724750990682,0.0961121561749543,intact-1
3075,140986.7251056,9195,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2660,stri,0,262,2,G,8,8,8,710,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.137856305854781,0.521741458712649,0.561177521469917,deaf-3
3108,72946.2437030001,7927,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,2660,ncl,0,109,2,H,12,24,8,710,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.155138925467474,0.442326228981472,0.561177521469917,deaf-3
3059,121338.760993939,9106,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,2240,ncl,0,142,2,G,6,6,8,710,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.174443675317454,0.513280496947628,0.0961121561749543,intact-1
3052,310869.0777074,10167,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,2400,hvc,1,167,2,H,5,17,8,710,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.147179258007049,0.595640998179287,0.0961121561749543,intact-1
3035,276422.202297939,10016,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,1300,ra,1,219,2,G,3,3,8,710,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.187578818026019,0.585466423904894,0.0961121561749543,intact-1
3067,309967.18874882,10263,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2660,x,1,262,2,G,7,7,8,710,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.170416267883112,0.605440719717254,0.561177521469917,deaf-3
3107,76466.6369625998,8137,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,2860,ncl,0,119,2,G,12,12,8,710,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.140899968782054,0.453411159901467,0.561177521469917,deaf-3
3028,133285.255911,9208,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2860,stri,0,294,2,H,2,14,8,710,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.157774602168754,0.523133768876513,0.0961121561749543,intact-1
3076,203719.553239638,9812,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2660,nido,0,197,2,H,8,20,8,710,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.150989644154905,0.562011352682875,0.561177521469917,deaf-3
3060,246301.3310055,10023,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,2400,ncl,0,167,2,H,6,18,8,710,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.137319005120923,0.588465245796294,0.0961121561749543,intact-1
3051,243701.3848951,9950,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,2240,hvc,1,142,2,G,5,5,8,710,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.152834570397546,0.57684481096712,0.0961121561749543,intact-1
3019,252040.111177949,10095,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2860,lman,1,151,2,G,1,1,8,710,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.144825166164389,0.589750455178323,0.0961121561749543,intact-1
3169,31798.5626772,6309,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,posterior,1500,ra,1,167,3,A,9,9,9,711,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.150345942793521,0.351237014030202,0.19187902611558,deaf-2
3177,56250.3035546,7284,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,posterior,1520,ra,1,88,3,A,10,10,9,711,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.171215025302463,0.409446288957909,0.375635558383571,intact-2
3170,39305.44403,6799,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,posterior,1500,arco,0,167,3,B,9,21,9,711,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.132877668178502,0.378119310270965,0.19187902611558,deaf-2
3134,318061.00259102,10311,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,3080,nido,0,149,3,B,4,16,9,711,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.13639733135656,0.613419727964014,0.375635558383571,intact-2
3117,632171.474354752,10746,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,3020,lman,1,166,3,A,2,2,9,711,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.141262622681832,0.672057406019064,0.375635558383571,intact-2
4174,334947.85472604,10404,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,anterior,-1,stri,0,181,3,B,3,15,9,711,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.119011036543458,0.617810860019278,0.19187902611558,deaf-2
3161,215564.8528602,9978,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,posterior,1120,ra,1,116,3,A,8,8,9,711,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.131671011025243,0.586216129377744,0.375635558383571,intact-2
3190,46341.3887763098,7165,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,posterior,1940,ncl,0,101,3,B,12,24,9,711,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.136675803024237,0.398575559601585,0.375635558383571,intact-2
3133,232267.962518389,10119,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,3080,lman,1,149,3,A,4,4,9,711,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.155962177384205,0.590285959087501,0.375635558383571,intact-2
3154,180622.4069672,9694,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,posterior,1300,arco,0,190,3,B,7,19,9,711,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.131280351139335,0.55863767805505,0.19187902611558,deaf-2
3145,501979.135287521,10655,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,2940,lman,1,150,3,A,6,6,9,711,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.134898751060992,0.656045839134626,0.375635558383571,intact-2
3142,594607.713668168,10685,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,anterior,-1,stri,0,249,3,B,5,17,9,711,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.131194734899999,0.657705901253079,0.19187902611558,deaf-2
4173,402758.4111996,10543,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,anterior,-1,x,1,181,3,A,3,3,9,711,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.156413582528329,0.63323337260362,0.19187902611558,deaf-2
3153,57777.4729348,7868,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,posterior,1300,ra,1,179,3,A,7,7,9,711,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.161827024944621,0.442165577808718,0.19187902611558,deaf-2
3118,414431.289984541,10522,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,3020,nido,0,166,3,B,2,14,9,711,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.137236193118941,0.634143729249223,0.375635558383571,intact-2
3162,137032.19657243,9370,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,posterior,1120,arco,0,116,3,B,8,20,9,711,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.143938390422378,0.534861304487523,0.375635558383571,intact-2
3141,387403.001725452,10567,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,anterior,-1,x,1,249,3,A,5,5,9,711,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.178500243008921,0.641105280068545,0.19187902611558,deaf-2
3171,196996.18221489,9846,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,posterior,1600,ra,1,188,3,C,9,9,10,712,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.131122010438543,0.572185926957267,0.19187902611558,deaf-2
3172,100389.933178,8477,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,posterior,1600,arco,0,188,3,D,9,21,10,712,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.109691212054553,0.477080432687159,0.19187902611558,deaf-2
3136,189823.14254934,9795,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,3080,stri,0,183,3,D,4,16,10,712,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.150992910076674,0.571275570311663,0.375635558383571,intact-2
3188,71946.1789171,7970,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,posterior,2820,ncl,0,108,3,D,11,23,10,712,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.113116821693205,0.447092213773161,0.19187902611558,deaf-2
3180,185597.6114396,9719,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,posterior,1520,arco,0,141,3,D,10,22,10,712,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.102500875752976,0.559548034700653,0.375635558383571,intact-2
3119,324509.605968029,10328,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,3020,x,1,157,3,C,2,2,10,712,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.147922499438641,0.613848131091357,0.375635558383571,intact-2
4176,121440.090101,9171,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,anterior,-1,nido,0,125,3,D,3,15,10,712,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.0944387386546239,0.523133768876513,0.19187902611558,deaf-2
3135,369901.1309526,10350,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,3080,x,1,183,3,C,4,4,10,712,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.1570052605106,0.619096069401307,0.375635558383571,intact-2
3156,121148.8059666,9038,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,posterior,1400,arco,0,188,3,D,7,19,10,712,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.127805460515741,0.512637892256613,0.19187902611558,deaf-2
3147,488788.9078394,10647,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,2940,lman,1,187,3,C,6,6,10,712,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.161416119723679,0.652297311770376,0.375635558383571,intact-2
3144,257925.400486791,10135,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,anterior,-1,stri,0,228,3,D,5,17,10,712,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.123903461802933,0.593659633715326,0.19187902611558,deaf-2
4175,247209.7824386,10099,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,anterior,-1,lman,1,125,3,C,3,3,10,712,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.130086832931953,0.589750455178323,0.19187902611558,deaf-2
3155,224235.067779341,10005,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,posterior,1400,ra,1,188,3,C,7,7,10,712,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.158886030848656,0.58407411374103,0.19187902611558,deaf-2
3191,135243.50708227,9354,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,posterior,2040,hvc,1,107,3,C,12,12,10,712,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.141624888400522,0.532612188068973,0.375635558383571,intact-2
3120,223515.272251999,9960,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,3020,stri,0,157,3,D,2,14,10,712,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.142119892633463,0.579897183249438,0.375635558383571,intact-2
3148,308037.433703439,10294,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,2940,nido,0,187,3,D,6,18,10,712,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.143191974569244,0.606136874799186,0.375635558383571,intact-2
3143,317106.2167401,10355,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,anterior,-1,x,1,228,3,C,5,5,10,712,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.161821611425492,0.620970333083432,0.19187902611558,deaf-2
3173,70115.8033500999,8043,2015-11-06,09:04:00,2,2015-11-02,pk90gr56,2015-07-22,N36,male,107,posterior,2620,hvc,1,67,3,E,9,9,11,714,53,deaf,4,2015-11-05 16:41:31,120,10,2015-11-05 11:38:05,456.333333333333,0.131333506701621,0.454696369283496,0.19187902611558,deaf-2
3181,96613.0921286,8572,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,posterior,1740,hvc,1,110,3,E,10,10,11,714,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.125515596593316,0.483988433115562,0.375635558383571,intact-2
3138,163175.6869061,9419,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,3760,nido,0,98,3,F,4,16,11,714,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.127972377866808,0.541608653743172,0.375635558383571,intact-2
3182,70666.2264738,7984,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,posterior,1740,ncl,0,110,3,F,10,22,11,714,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.116762071870955,0.446556709863982,0.375635558383571,intact-2
3121,414252.7136412,10554,2015-11-06,09:07:00,3,2015-11-02,pk87gr53,2015-07-22,N36,male,107,anterior,3020,lman,1,164,3,E,2,2,11,714,53,intact,4,2015-11-06 07:40:54,86.1,7,2015-11-06 07:36:41,335.484733893557,0.139998090142506,0.641747884759559,0.375635558383571,intact-2
